Domain;Subdomain;Skill
"Basic Living Skills	Toileting	TL6. Sits on toilet and keeps hands out of toilet water";;
"Basic Living Skills	Toileting	TL7. Urinates in toilet";;
"Basic Living Skills	Toileting	TL8. Defecates in toilet";;
"Basic Living Skills	Toileting	TL9. Sits on toilet until finished";;
"Basic Living Skills	Toileting	TL10. Uses toilet paper";;
"Basic Living Skills	Toileting	TL11. Checks to see if there is toilet paper prior to using toilet";;
"Basic Living Skills	Toileting	TL12. Flushes toilet";;
"Basic Living Skills	Toileting	TL13. Washes hands after using restroom";;
"Basic Living Skills	Toileting	TL14. Remains dry on toileting schedule";;
"Basic Living Skills	Toileting	TL15. Asks to go to the bathroom";;
"Basic Living Skills	Toileting	TL16. Independently stays dry during waking hours";;
"Basic Living Skills	Toileting	TL17. Stays dry at night";;
"Basic Living Skills	Toileting	TL18. Uses the bathroom fan at home";;
"Basic Living Skills	Toileting	TL19. Changes toilet paper roll when empty";;
"Basic Living Skills	Toileting	TL20. Cleans urine that missed toilet";;
"Basic Living Skills	Toileting	TL21. Identifies restroom signs";;
"Basic Living Skills	Toileting	TL22. Identifies vacant/ occupied signs in public restrooms";;
"Basic Living Skills	Toileting	TL23. Determines if a stall is vacant";;
"Basic Living Skills	Toileting	TL24. Chooses appropriate stall";;
"Basic Living Skills	Toileting	TL25. Flushes toilet if left unflushed by others prior to use";;
"Basic Living Skills	Toileting	TL26. Uses toilet seat liners";;
"Basic Living Skills	Toileting	TL27. Cleans a dirty public toilet seat";;
"Basic Living Skills	Toileting	TL28. Waits to enter single seat stall (no line)";;
"Basic Living Skills	Toileting	TL29. Waits to go to next available urinal or stall (lineup required)";;
"Basic Living Skills	Toileting	TL30. Closes stall door";;
"Basic Living Skills	Toileting	TL31. Avoids conversation with strangers in public restrooms";;
"Basic Living Skills	Toileting	TL32. Dries hands with towels, paper towels, and electric dryers in public";;
"Basic Living Skills	Toileting	TL33. Uses toilet before long trip";;
"Basic Living Skills	Toileting	TL34. Puts on panty liner or pad on underwear";;
"Basic Living Skills	Toileting	TL35. Changes and disposes of sanitary products";;
"Basic Living Skills	Toileting	TL36. Identifies feminine hygiene product required";;
"Basic Living Skills	Toileting	TL37. Counts out average days of menstrual cycle and marks on calendar";;
"Basic Living Skills	Toileting	TL38. Checks and changes pad as needed";;
"Basic Living Skills	Toileting	TL39. Urinates in bowl while standing";;
"Basic Living Skills	Toileting	TL40. Stands appropriately at urinal";;
"Basic Living Skills	Toileting	TL41. Chooses correct urinal";;
"Basic Living Skills	Toileting Objectives	Learner will initiate an interaction to be taken to the toilet.";;
"Basic Living Skills	Toileting Objectives	Learner will answer correctly when asked if wet, dry, or soiled.";;
"Basic Living Skills	Toileting Objectives	Learner will spontaneously and consistently express when wet.";;
"Basic Living Skills	Toileting Objectives	Learner will spontaneously and consistently express when soiled.";;
"Basic Living Skills	Toileting Objectives	Learner will lower the toilet seat as needed before sitting and (males) raise the seat before urinating while standing.";;
"Basic Living Skills	Toileting Objectives	Learner will keep hands out of toilet.";;
"Basic Living Skills	Toileting Objectives	Learner will urinate in toilet.";;
"Basic Living Skills	Toileting Objectives	Learner will defecate in toilet.";;
"Basic Living Skills	Toileting Objectives	Learner will sit on toilet long enough to finish.";;
"Basic Living Skills	Toileting Objectives	Learner will independently wipe self until clean using an appropriate amount of toilet paper.";;
"Basic Living Skills	Toileting Objectives	Learner will check to see if there is toilet paper prior to using toilet.";;
"Basic Living Skills	Toileting Objectives	Learner will flush at least 3 types of toilet flushing mechanisms and only flush once or as needed to clear the toilet.";;
"Basic Living Skills	Toileting Objectives	Learner will wash hands after using restroom.";;
"Basic Living Skills	Toileting Objectives	Learner will remain dry throughout the day when taken to the toilet on a regular schedule.";;
"Basic Living Skills	Toileting Objectives	Learner will communicate the need to use the toilet in familiar settings (e.g., home and school) and public settings.";;
"Basic Living Skills	Toileting Objectives	Learner will stay dry during waking hours (no urinating accidents).";;
"Basic Living Skills	Toileting Objectives	Learner will remain dry throughout the night.";;
"Basic Living Skills	Toileting Objectives	Learner will use the bathroom fan at home.";;
"Basic Living Skills	Toileting Objectives	When existing roll ends, learner will initiate and replace with new toilet paper roll.";;
"Basic Living Skills	Toileting Objectives	Learner will clean toilet seat and floor after missing the toilet and wash hands afterwards.";;
"Basic Living Skills	Toileting Objectives	Learner will state gender of all restroom signage and will enter appropriate public restrooms consistently.";;
"Basic Living Skills	Toileting Objectives	Learner will identify that restroom signs indicate vacant or occupied.";;
"Basic Living Skills	Toileting Objectives	Learner will discretely determine which stalls are vacant in a public restroom.";;
"Basic Living Skills	Toileting Objectives	Learner will choose a clean and adequately supplied stall when there are options in a public restroom.";;
"Basic Living Skills	Toileting Objectives	Learner will flush toilet if left unflushed by others prior to use.";;
"Basic Living Skills	Toileting Objectives	Learner will use toilet seat liners.";;
"Basic Living Skills	Toileting Objectives	Learner will clean a dirty public toilet seat prior to use.";;
"Basic Living Skills	Toileting Objectives	Learner will clean a dirty public toilet seat prior to use.";;
"Basic Living Skills	Toileting Objectives	Learner will wait in an appropriate manner for a stall or urinal to become available (lineup required).";;
"Basic Living Skills	Toileting Objectives	Learner will close and latch stall doors using a variety of door latches.";;
"Basic Living Skills	Toileting Objectives	When in a public restroom, learner will refrain from talking to strangers, and if a stranger initiates, learner will reply politely and turn away.";;
"Basic Living Skills	Toileting Objectives	Learner will dry hands with towels, paper towels, and electric dryer in public restrooms.";;
"Basic Living Skills	Toileting Objectives	Learner will use the toilet in situations where it is known that access to a toilet will be limited for an extended period of time.";;
"Basic Living Skills	Toileting Objectives	Learner will apply sanitary pad or liner on underwear.";;
"Basic Living Skills	Toileting Objectives	Learner will change and properly dispose of sanitary products.";;
"Basic Living Skills	Toileting Objectives	Learner will identify the type of personal feminine hygiene product she requires.";;
"Basic Living Skills	Toileting Objectives	Learner will count out days of average menstrual cycle and mark on calendar.";;
"Basic Living Skills	Toileting Objectives	Learner will check and change sanitary products as needed.";;
"Basic Living Skills	Toileting Objectives	Learner will urinate accurately into bowl while standing.";;
"Basic Living Skills	Toileting Objectives	Learner will refrain from talking with and staring at others while using urinal and will keep pants in an appropriate position.";;
"Basic Living Skills	Toileting Objectives	Learner will select a urinal that is away from others (when possible) and is free from excessive urine on the floor.";;
"Basic Living Skills	Bathing	BT1. Ensures needed items are in bathroom";;
"Basic Living Skills	Bathing	BT2. Puts dirty clothes in hamper";;
"Basic Living Skills	Bathing	BT3. Operates shower or bathtub faucet";;
"Basic Living Skills	Bathing	BT4. Regulates water temperature";;
"Basic Living Skills	Bathing	BT5. Fills bath tub with water";;
"Basic Living Skills	Bathing	BT6. Washes body";;
"Basic Living Skills	Bathing	BT7. Rinses body in bathtub or shower";;
"Basic Living Skills	Bathing	BT8. Drains bathtub";;
"Basic Living Skills	Bathing	BT9. Keeps shower curtain/door closed";;
"Basic Living Skills	Bathing	BT10. Washes hair";;
"Basic Living Skills	Bathing	BT11. Dries body after bath or shower";;
"Basic Living Skills	Bathing	BT12. Hangs towel on rack or hook";;
"Basic Living Skills	Bathing	BT13. Blow dries hair";;
"Basic Living Skills	Bathing Objectives	Learner will make sure needed items are in bathroom prior to bathing or showering.";;
"Basic Living Skills	Bathing Objectives	Learner will routinely place dirty clothes into clothes hamper.";;
"Basic Living Skills	Bathing Objectives	Learner will turn on and off shower or bathtub faucet.";;
"Basic Living Skills	Bathing Objectives	Learner will adjust hot and cold water to an appropriate temperature for a bath or shower.";;
"Basic Living Skills	Bathing Objectives	Learner will fill a bathtub to an appropriate level.";;
"Basic Living Skills	Bathing Objectives	Learner will wash all body parts to an acceptable level of cleanliness.";;
"Basic Living Skills	Bathing Objectives	Learner will rinse all soap from body before leaving tub or shower.";;
"Basic Living Skills	Bathing Objectives	Learner will drain tub after bathing.";;
"Basic Living Skills	Bathing Objectives	Learner will keep shower curtains or doors closed during a shower.";;
"Basic Living Skills	Bathing Objectives	Learner will wash hair and apply conditioner as needed.";;
"Basic Living Skills	Bathing Objectives	Learner will dry all body parts after a bath or shower.";;
"Basic Living Skills	Bathing Objectives	Learner will neatly hang towel on towel rack or hook.";;
"Basic Living Skills	Bathing Objectives	Learner will use a blow dryer to dry hair.";;
"Community Participation Skills	Basic Mobility:	MB1. Watches where walking";;
"Community Participation Skills	Basic Mobility:	MB2. Curbs and steps";;
"Community Participation Skills	Basic Mobility:	MB3. Walks with appropriate posture, gait, and speed";;
"Community Participation Skills	Basic Mobility:	MB4. Appropriate actions while walking";;
"Community Participation Skills	Basic Mobility:	MB5. Stays beside caregiver";;
